gene,gene_length,KRutLoading,kRiboLoading,final_mse,final_rms,generations,early_stopped,wall_time
mltA,1098,0.13,0.142,3.534074,1.8799,223,True,471.5
nemA,1098,0.13,0.372,1.194694,1.0930,241,True,462.5
gcvT,1095,0.13,0.22400000000000003,4.411306,2.1003,179,True,221.6
selU,1095,0.13,0.238,2.463126,1.5694,242,True,340.3
yaiW,1095,0.13,0.21000000000000002,1.808180,1.3447,213,True,366.8
yejB,1095,0.13,0.0,3.845272,1.9609,132,True,191.3
casC,1092,0.13,0.0,0.704390,0.8393,42,True,52.6
ddlA,1095,0.13,0.38,2.643742,1.6260,180,True,975.4
leuB,1092,0.13,0.258,1.471233,1.2129,188,True,341.3
basS,1092,0.13,0.12,3.335982,1.8265,208,True,429.0
yraK,1092,0.13,0.0,1.616382,1.2714,171,True,257.6
aroB,1089,0.13,0.026000000000000002,9.336256,3.0555,134,True,328.7
rlpA,1089,0.13,0.162,3.780791,1.9444,161,True,270.7
ompF,1089,0.13,0.49400000000000005,2.506115,1.5831,212,True,437.8
serC,1089,0.13,0.318,2.837939,1.6846,156,True,209.6
ychF,1092,0.13,0.548,3.340185,1.8276,238,True,1158.7
yahA,1089,0.13,0.144,4.263577,2.0648,143,True,256.4
yehL,1089,0.13,0.0,1.532124,1.2378,63,True,231.4
ybdH,1089,0.13,0.11599999999999999,2.056714,1.4341,156,True,342.6
yeiI,1089,0.13,0.03,2.377048,1.5418,171,True,336.1
dmlA,1086,0.13,0.0,1.162742,1.0783,127,True,158.3
mltB,1086,0.13,0.40199999999999997,1.927958,1.3885,228,True,360.9
rfbB,1086,0.13,0.25,9.770352,3.1258,139,True,332.3
aroC,1086,0.13,0.15,5.484059,2.3418,136,True,643.7
yhfS,1086,0.13,0.0,1.219174,1.1042,129,True,172.5
ybiC,1086,0.13,0.47000000000000003,1.610501,1.2691,183,True,239.7
lacI,1083,0.13,0.16399999999999998,3.102388,1.7614,119,True,233.6
ypdF,1086,0.13,0.0,1.301884,1.1410,134,True,491.1
mraY,1083,0.13,0.08399999999999999,3.278545,1.8107,133,True,290.5
ycjV,1082,0.13,0.0,0.621082,0.7881,72,True,90.7
lptG,1083,0.13,0.08399999999999999,1.892795,1.3758,300,False,590.9
cobT,1080,0.13,0.11000000000000001,2.658574,1.6305,118,True,226.2
alr,1080,0.13,0.098,4.784607,2.1874,161,True,325.4
frwC,1080,0.13,0.0,0.755225,0.8690,45,True,56.1
fbaA,1080,0.13,0.462,1.760331,1.3268,149,True,219.7
prfA,1083,0.13,0.22599999999999998,3.505600,1.8723,161,True,717.6
waaB,1080,0.13,0.0,3.636462,1.9070,187,True,203.5
mltC,1080,0.13,0.132,3.077521,1.7543,290,True,519.1
ydjL,1077,0.13,0.0,0.699191,0.8362,147,True,169.2
wecF,1080,0.13,0.0,3.381427,1.8389,155,True,564.4
glpQ,1077,0.13,0.062,2.485229,1.5765,212,True,434.0
recF,1074,0.13,0.026000000000000002,2.889280,1.6998,176,True,321.7
waaU,1074,0.13,0.136,1.738451,1.3185,273,True,549.5
rnlA,1074,0.13,0.15,2.119282,1.4558,164,True,635.8
yccM,1074,0.13,0.0,0.955402,0.9774,300,False,392.5
ycfT,1074,0.13,0.0,0.971644,0.9857,106,True,129.7
dadX,1071,0.13,0.144,4.855123,2.2034,161,True,270.5
aroF,1071,0.13,0.128,1.684085,1.2977,234,True,441.9
dhaK,1071,0.13,0.08399999999999999,2.687608,1.6394,184,True,332.4
elfG,1071,0.13,0.0,1.567973,1.2522,164,True,219.2
frvX,1071,0.13,0.0,1.270070,1.1270,114,True,160.9
paaE,1071,0.13,0.0,0.814442,0.9025,73,True,89.0
yjjU,1074,0.13,0.118,4.200378,2.0495,231,True,959.6
hisC,1071,0.13,0.254,1.693179,1.3012,257,True,487.1
plsX,1071,0.13,0.004,2.321342,1.5236,289,True,493.6
ugpC,1071,0.13,0.088,1.477625,1.2156,95,True,207.0
ygjJ,1071,0.13,0.0,0.619009,0.7868,72,True,87.0
degS,1068,0.13,0.128,2.716131,1.6481,181,True,286.0
queA,1071,0.13,0.21000000000000002,3.064835,1.7507,206,True,883.3
hisB,1068,0.13,0.254,1.463396,1.2097,208,True,353.5
murG,1068,0.13,0.08399999999999999,2.281906,1.5106,190,True,378.6
yghQ,1068,0.13,0.0,0.877858,0.9369,89,True,107.8
rffG,1068,0.13,0.10400000000000001,1.825489,1.3511,215,True,412.6
yhiI,1068,0.13,0.10600000000000001,2.370267,1.5396,177,True,259.7
ada,1065,0.13,0.032,1.877255,1.3701,194,True,347.1
cbrA,1065,0.13,0.0,1.218067,1.1037,169,True,222.8
purK,1068,0.13,0.176,1.919798,1.3856,221,True,937.6
phnI,1065,0.13,0.0,0.692830,0.8324,111,True,133.2
hemE,1065,0.13,0.272,3.513036,1.8743,137,True,211.8
ulaG,1065,0.13,0.0,0.783759,0.8853,90,True,111.1
proW,1065,0.13,0.132,2.610691,1.6158,145,True,242.3
yqiI,1065,0.13,0.0,2.168103,1.4724,210,True,283.6
ybgO,1062,0.13,0.0,1.114421,1.0557,115,True,140.3
phoH,1065,0.13,0.0,2.790713,1.6705,168,True,616.1
recA,1062,0.13,0.508,2.563975,1.6012,247,True,342.2
ycjF,1062,0.13,0.188,2.271638,1.5072,150,True,259.6
yncE,1062,0.13,0.514,3.973921,1.9935,180,True,278.5
citC,1059,0.13,0.0,0.434258,0.6590,40,True,48.1
yphC,1062,0.13,0.0,1.187809,1.0899,216,True,314.8
ftsX,1059,0.13,0.092,2.960255,1.7205,260,True,495.7
modC,1059,0.13,0.048,2.857381,1.6904,218,True,427.3
yfgO,1062,0.13,0.10800000000000001,1.834700,1.3545,268,True,1091.5
yeeA,1059,0.13,0.088,3.552605,1.8848,109,True,263.7
rsxD,1059,0.13,0.10200000000000001,2.897928,1.7023,216,True,426.8
yfdF,1059,0.13,0.0,0.763170,0.8736,110,True,133.4
apbE,1056,0.13,0.118,3.972166,1.9930,157,True,184.1
phoE,1056,0.13,0.0,1.039762,1.0197,41,True,49.9
yeeE,1059,0.13,0.0,2.491060,1.5783,128,True,469.6
ycjS,1056,0.13,0.0,0.794780,0.8915,61,True,74.8
dinB,1056,0.13,0.06,2.428892,1.5585,208,True,324.3
yncI,1054,0.13,0.0,0.787100,0.8872,173,True,207.1
aroG,1053,0.13,0.5,1.825355,1.3511,152,True,139.1
eutR,1053,0.13,0.0,1.346604,1.1604,205,True,262.5
yiiG,1056,0.13,0.0,1.278244,1.1306,148,True,544.0
ccmH,1053,0.13,0.086,1.431902,1.1966,196,True,358.9
fbaB,1053,0.13,0.0,1.512638,1.2299,100,True,124.4
glcE,1053,0.13,0.0,1.645952,1.2829,64,True,233.5
mutY,1053,0.13,0.12,1.796682,1.3404,229,True,414.4
ybhH,1053,0.13,0.0,1.323374,1.1504,72,True,263.0
rsgA,1053,0.13,0.136,3.455430,1.8589,300,False,592.0
ycjQ,1053,0.13,0.0,0.934165,0.9665,63,True,230.0
yeeL,1053,0.13,0.0,0.995016,0.9975,106,True,123.4
allD,1050,0.13,0.0,0.657212,0.8107,67,True,79.8
yceA,1053,0.13,0.358,2.519660,1.5873,252,True,479.5
yhiM,1053,0.13,0.0,1.457508,1.2073,92,True,336.2
glnL,1050,0.13,0.034,3.374918,1.8371,189,True,328.7
cheB,1050,0.13,0.0,2.179297,1.4762,300,False,444.7
truD,1050,0.13,0.1,1.906467,1.3807,175,True,401.2
yahK,1050,0.13,0.0,1.546473,1.2436,265,True,308.5
sohB,1050,0.13,0.288,3.783455,1.9451,175,True,670.6
ydfU,1050,0.13,0.0,1.073876,1.0363,103,True,109.9
abrB,1047,0.13,0.0,1.481729,1.2173,169,True,178.5
afuC,1047,0.13,0.0,0.890965,0.9439,61,True,74.6
yeiH,1050,0.13,0.144,1.186268,1.0892,197,True,346.9
ansB,1047,0.13,0.0,1.496763,1.2234,109,True,132.2
aroH,1047,0.13,0.284,2.698440,1.6427,152,True,183.2
yhhT,1050,0.13,0.0,1.928897,1.3888,172,True,626.0
galT,1047,0.13,0.156,1.720766,1.3118,144,True,241.3
mcrC,1047,0.13,0.0,1.874126,1.3690,172,True,211.2
pyrC,1047,0.13,0.49800000000000005,4.504998,2.1225,118,True,189.8
waaF,1047,0.13,0.0,2.058908,1.4349,268,True,357.9
guaC,1044,0.13,0.32599999999999996,1.765926,1.3289,210,True,187.0
wzzE,1047,0.13,0.08,1.713370,1.3090,252,True,432.2
potD,1047,0.13,0.366,2.332624,1.5273,145,True,673.5
nadA,1044,0.13,0.32999999999999996,2.531579,1.5911,173,True,287.4
mreB,1044,0.13,0.318,2.323021,1.5241,203,True,353.7
ypfG,1044,0.13,0.0,3.431115,1.8523,200,True,223.6
ydjJ,1044,0.13,0.0,0.609097,0.7804,196,True,238.5
selD,1044,0.13,0.282,3.527788,1.8782,125,True,640.3
bioB,1041,0.13,0.396,2.123041,1.4571,169,True,281.9
galM,1041,0.13,0.236,2.222061,1.4907,230,True,324.0
gatD,1041,0.13,0.288,3.648588,1.9101,164,True,185.3
gpr,1041,0.13,0.0,1.250711,1.1184,195,True,251.4
ompA,1041,0.13,0.422,1.679678,1.2960,116,True,154.9
galS,1041,0.13,0.0,1.964637,1.4017,168,True,614.2
tas,1041,0.13,0.286,2.513946,1.5855,253,True,217.7
pstS,1041,0.13,0.16599999999999998,2.746604,1.6573,157,True,280.3
ynjI,1041,0.13,0.0,1.315714,1.1470,234,True,304.7
ydgJ,1041,0.13,0.174,2.882804,1.6979,206,True,355.2
curA,1038,0.13,0.0,0.965353,0.9825,162,True,196.8
yraQ,1041,0.13,0.264,1.951672,1.3970,212,True,366.2
iap,1038,0.13,0.118,1.901376,1.3789,178,True,238.4
ybeZ,1041,0.13,0.27,3.542776,1.8822,196,True,1015.8
yfiF,1038,0.13,0.344,3.526528,1.8779,144,True,269.9
purM,1038,0.13,0.322,1.488191,1.2199,224,True,432.9
astA,1035,0.13,0.0,0.834483,0.9135,41,True,48.8
ypdE,1038,0.13,0.0,0.772039,0.8787,104,True,122.3
rhaT,1035,0.13,0.0,1.652158,1.2854,120,True,125.8
bamC,1035,0.13,0.12,2.361501,1.5367,140,True,260.1
tqsA,1035,0.13,0.0,1.573463,1.2544,195,True,253.1
yehA,1035,0.13,0.0,0.629263,0.7933,64,True,73.7
waaQ,1035,0.13,0.0,3.354868,1.8316,149,True,205.2
yhhX,1038,0.13,0.46799999999999997,2.574768,1.6046,181,True,706.6
yibD,1035,0.13,0.0,1.956464,1.3987,170,True,200.3
idnD,1032,0.13,0.0,1.180893,1.0867,198,True,242.7
galR,1032,0.13,0.18,1.658769,1.2879,297,True,527.4
mdtN,1032,0.13,0.0,0.571521,0.7560,75,True,87.4
rsmC,1032,0.13,0.33799999999999997,3.262701,1.8063,140,True,224.9
metN,1032,0.13,0.20600000000000002,4.573112,2.1385,217,True,478.1
ynaI,1032,0.13,0.142,1.838393,1.3559,189,True,326.9
holA,1032,0.13,0.026000000000000002,3.016730,1.7369,300,False,1128.5
lsrC,1029,0.13,0.0,0.532829,0.7300,79,True,91.7
epmB,1029,0.13,0.0,6.998734,2.6455,138,True,184.9
torT,1029,0.13,0.0,1.680262,1.2962,119,True,143.0
cytR,1026,0.13,0.08199999999999999,3.245411,1.8015,153,True,255.5
murB,1029,0.13,0.13799999999999998,2.087508,1.4448,249,True,499.6
malI,1029,0.13,0.0,1.960720,1.4003,155,True,565.0
nagZ,1026,0.13,0.22200000000000003,2.441635,1.5626,182,True,328.2
lpxD,1026,0.13,0.10200000000000001,3.089112,1.7576,197,True,418.0
tdh,1026,0.13,0.266,2.628687,1.6213,161,True,253.2
yeaP,1026,0.13,0.12,2.961970,1.7210,245,True,335.6
purR,1026,0.13,0.3,2.563923,1.6012,132,True,655.0
ytfT,1026,0.13,0.0,1.175866,1.0844,58,True,67.8
ddpB,1023,0.13,0.0,1.543645,1.2424,190,True,247.7
yejE,1026,0.13,0.064,2.531158,1.5910,227,True,416.2
lsrB,1023,0.13,0.0,0.825625,0.9086,80,True,93.4
frlB,1023,0.13,0.0,0.818045,0.9045,172,True,203.6
yceG,1023,0.13,0.11000000000000001,5.363661,2.3160,107,True,193.9
yhdW,1025,0.13,0.0,1.360640,1.1665,200,True,728.5
pldB,1023,0.13,0.028000000000000004,2.575689,1.6049,235,True,439.2
yheT,1023,0.13,0.078,2.455901,1.5671,129,True,224.3
yjjN,1023,0.13,0.0,1.284554,1.1334,61,True,222.8
dppB,1020,0.13,0.098,3.033725,1.7418,182,True,179.7
rspB,1020,0.13,0.0,1.100029,1.0488,112,True,126.6
waaR,1020,0.13,0.0,3.941267,1.9853,157,True,240.7
epd,1020,0.13,0.048,2.366950,1.5385,298,True,515.7
yjgB,1020,0.13,0.0,1.187741,1.0898,58,True,67.5
cysP,1017,0.13,0.0,0.973761,0.9868,137,True,152.5
eutD,1017,0.13,0.0,0.491528,0.7011,61,True,68.9
gpsA,1020,0.13,0.078,3.267422,1.8076,200,True,819.2
galE,1017,0.13,0.458,3.606135,1.8990,111,True,116.4
ansA,1017,0.13,0.286,2.645621,1.6265,243,True,384.2
phnD,1017,0.13,0.0,0.644379,0.8027,76,True,87.8
insH1,1017,0.13,0.0,0.752220,0.8673,61,True,222.4
lplA,1017,0.13,0.262,1.789655,1.3378,300,False,417.4
rtcA,1017,0.13,0.052000000000000005,1.740809,1.3194,206,True,357.8
mhpE,1014,0.13,0.0,1.017688,1.0088,107,True,127.3
yfjV,1016,0.13,0.0,2.310524,1.5200,186,True,225.1
oppD,1014,0.13,0.15,2.256916,1.5023,180,True,317.4
waaJ,1017,0.13,0.0,4.201937,2.0499,228,True,824.8
rodZ,1014,0.13,0.158,2.065609,1.4372,300,False,483.6
usg,1014,0.13,0.284,19.889484,4.4598,126,True,137.7
rssB,1014,0.13,0.10200000000000001,1.781262,1.3346,281,True,454.9
ydcT,1014,0.13,0.0,0.690014,0.8307,84,True,96.6
ybjS,1014,0.13,0.156,2.140384,1.4630,152,True,256.4
tsaD,1014,0.13,0.0,2.480038,1.5748,159,True,581.2
adhP,1011,0.13,0.0,2.107795,1.4518,103,True,114.8
glpX,1011,0.13,0.354,2.989100,1.7289,132,True,151.6
yhjD,1014,0.13,0.22599999999999998,3.369491,1.8356,198,True,346.3
hypE,1011,0.13,0.124,1.304929,1.1423,164,True,286.3
mglC,1011,0.13,0.0,1.478461,1.2159,219,True,271.3
ascG,1011,0.13,0.186,2.195346,1.4817,177,True,695.2
pyrD,1011,0.13,0.33599999999999997,2.165433,1.4715,189,True,274.0
yggM,1008,0.13,0.0,1.065413,1.0322,153,True,183.4
ruvB,1011,0.13,0.162,2.312039,1.5205,300,False,527.2
yhbW,1008,0.13,0.422,1.452979,1.2054,203,True,273.3
argC,1005,0.13,0.09,0.882771,0.9396,130,True,219.6
argI,1005,0.13,0.0,1.426264,1.1943,173,True,207.8
argF,1005,0.13,0.324,0.971792,0.9858,164,True,260.3
cra,1005,0.13,0.0,2.789135,1.6701,175,True,211.8
dppF,1005,0.13,0.188,3.219781,1.7944,131,True,254.2
fepD,1005,0.13,0.0,2.631601,1.6222,195,True,230.1
yejK,1008,0.13,0.344,3.396580,1.8430,201,True,1193.2
fliM,1005,0.13,0.0,2.312711,1.5208,198,True,231.7
hflC,1005,0.13,0.16599999999999998,2.173523,1.4743,256,True,435.2
holB,1005,0.13,0.054000000000000006,2.511094,1.5846,305,True,556.5
trpS,1005,0.13,0.376,2.156998,1.4687,185,True,232.7
oppF,1005,0.13,0.16999999999999998,2.685585,1.6388,195,True,372.9
yegU,1005,0.13,0.256,0.669854,0.8184,85,True,137.0
yedY,1005,0.13,0.0,1.841710,1.3571,205,True,275.5
ynhG,1005,0.13,0.0,3.189559,1.7859,157,True,206.7
add,1002,0.13,0.46399999999999997,2.504930,1.5827,147,True,158.4
ltaE,1002,0.13,0.29,2.307799,1.5191,136,True,170.9
gapC,1001,0.13,0.0,2.573127,1.6041,127,True,186.9
fecC,999,0.13,0.0,1.047222,1.0233,172,True,197.7
fbp,999,0.13,0.31,2.426452,1.5577,187,True,289.6
idnR,999,0.13,0.11599999999999999,1.722735,1.3125,199,True,347.3
mglB,999,0.13,0.20600000000000002,1.953419,1.3976,244,True,396.6
ybhG,999,0.13,0.11000000000000001,3.180604,1.7834,126,True,213.7
ycjW,999,0.13,0.0,2.256778,1.5023,247,True,289.9
yiaK,999,0.13,0.0,1.164010,1.0789,107,True,123.4
yfeH,999,0.13,0.172,3.240661,1.8002,157,True,262.8
yphD,999,0.13,0.0,0.823729,0.9076,57,True,65.9
argK,996,0.13,0.0,0.873366,0.9345,58,True,64.8
fliG,996,0.13,0.0,2.156718,1.4686,203,True,264.9
flk,996,0.13,0.136,2.038774,1.4279,247,True,462.5
gapA,996,0.13,0.5559999999999999,1.502340,1.2257,186,True,226.6
pgl,996,0.13,0.46799999999999997,2.201631,1.4838,199,True,260.9
wecH,996,0.13,0.0,1.762670,1.3277,136,True,171.8
gntR,996,0.13,0.156,2.114937,1.4543,253,True,507.1
yhbU,996,0.13,0.0,2.368865,1.5391,142,True,162.6
yjfF,996,0.13,0.0,1.363146,1.1675,98,True,114.9
dusA,993,0.13,0.292,2.855747,1.6899,144,True,237.5
fepG,993,0.13,0.0,1.070500,1.0346,168,True,193.1
asnA,993,0.13,0.366,1.890771,1.3751,244,True,439.3
lsrD,993,0.13,0.0,0.574491,0.7580,75,True,82.5
proX,993,0.13,0.288,1.861906,1.3645,175,True,258.3
rbsR,993,0.13,0.08,1.804143,1.3432,214,True,317.8
rpoS,993,0.13,0.142,2.447387,1.5644,152,True,287.0
sapD,993,0.13,0.10200000000000001,1.967340,1.4026,182,True,346.0
tehA,993,0.13,0.124,1.661320,1.2889,270,True,442.0
xylF,993,0.13,0.0,0.937066,0.9680,63,True,71.5
wbbI,993,0.13,0.20600000000000002,1.744761,1.3209,248,True,528.8
araF,990,0.13,0.0,0.878178,0.9371,37,True,41.3
ybjX,993,0.13,0.40199999999999997,2.205536,1.4851,177,True,272.2
ldhA,990,0.13,0.392,1.956688,1.3988,179,True,241.9
moaA,990,0.13,0.054000000000000006,2.467797,1.5709,243,True,357.7
pdxA,990,0.13,0.034,2.938463,1.7142,174,True,314.8
sbp,990,0.13,0.0,1.584941,1.2589,175,True,152.7
tdcB,990,0.13,0.0,0.909467,0.9537,57,True,64.5
rpoA,990,0.13,0.062,2.590170,1.6094,236,True,441.1
araH,987,0.13,0.0,0.952378,0.9759,167,True,191.2
yiiD,990,0.13,0.154,2.489483,1.5778,213,True,357.9
ddpD,987,0.13,0.0,0.853667,0.9239,53,True,59.8
dcyD,987,0.13,0.296,2.287109,1.5123,229,True,293.8
hybA,987,0.13,0.11599999999999999,1.203995,1.0973,228,True,362.0
kdsD,987,0.13,0.11200000000000002,2.498226,1.5806,192,True,354.5
lpxK,987,0.13,0.048,2.185508,1.4783,152,True,261.6
ycdU,987,0.13,0.0,0.798284,0.8935,114,True,129.2
rdoA,987,0.13,0.057999999999999996,2.366995,1.5385,235,True,380.3
yeiR,987,0.13,0.254,3.919919,1.9799,252,True,328.7
yiaO,987,0.13,0.0,0.475120,0.6893,39,True,43.0
ygjR,987,0.13,0.244,2.393986,1.5473,198,True,339.5
yqjG,987,0.13,0.0,1.227014,1.1077,168,True,202.9
yjhU,987,0.13,0.13999999999999999,2.022593,1.4222,175,True,301.9
dppD,984,0.13,0.13999999999999999,2.198684,1.4828,183,True,330.5
zipA,987,0.13,0.122,2.391919,1.5466,236,True,390.3
gspK,984,0.13,0.0,0.981247,0.9906,169,True,198.1
ebgR,984,0.13,0.198,1.966045,1.4022,222,True,375.3
kdgT,984,0.13,0.0,1.643868,1.2821,234,True,253.5
pheS,984,0.13,0.33399999999999996,2.369272,1.5392,146,True,181.3
qorA,984,0.13,0.23399999999999999,1.579990,1.2570,156,True,260.2
sfmH,984,0.13,0.0,0.927485,0.9631,200,True,214.9
ydaN,984,0.13,0.162,4.071512,2.0178,123,True,166.0
yphF,984,0.13,0.0,0.579567,0.7613,54,True,58.4
thiB,984,0.13,0.10400000000000001,1.986094,1.4093,216,True,303.0
alsC,981,0.13,0.0,0.560962,0.7490,63,True,68.2
nanS,981,0.13,0.0,0.901479,0.9495,129,True,145.5
btuC,981,0.13,0.05,2.506122,1.5831,196,True,316.7
wzzB,981,0.13,0.0,1.734488,1.3170,157,True,211.3
rluD,981,0.13,0.354,2.603544,1.6135,229,True,420.5
ydcK,981,0.13,0.0,0.945903,0.9726,116,True,133.0
ydjG,981,0.13,0.0,1.100258,1.0489,164,True,190.3
yggR,981,0.13,0.0,0.849786,0.9218,120,True,132.5
ygfZ,981,0.13,0.44000000000000006,2.034818,1.4265,175,True,268.3
yihM,981,0.13,0.0,1.274310,1.1289,88,True,97.6
csiD,978,0.13,0.0,0.763071,0.8735,122,True,135.8
epmA,978,0.13,0.0,5.640807,2.3750,81,True,98.2
pspF,978,0.13,0.0,1.222580,1.1057,164,True,187.3
nuoH,978,0.13,0.072,1.903492,1.3797,213,True,378.7
thiL,978,0.13,0.09,4.442379,2.1077,136,True,216.4
ybeQ,978,0.13,0.0,1.166315,1.0800,128,True,154.6
acuI,975,0.13,0.0,1.818448,1.3485,127,True,147.7
yrbG,978,0.13,0.022,2.242582,1.4975,253,True,454.4
cysB,975,0.13,0.40599999999999997,1.666571,1.2910,200,True,262.7
ghrB,975,0.13,0.47800000000000004,1.820334,1.3492,205,True,253.9
hemB,975,0.13,0.364,2.174821,1.4747,151,True,221.5
yajO,975,0.13,0.21600000000000003,3.470288,1.8629,203,True,183.6
yiaU,975,0.13,0.0,3.124923,1.7677,108,True,87.8
lepB,975,0.13,0.076,2.290479,1.5134,275,True,507.4
cmoB,972,0.13,0.16999999999999998,1.826733,1.3516,231,True,379.4
cysK,972,0.13,0.394,2.740025,1.6553,166,True,195.3
ispB,972,0.13,0.202,1.922988,1.3867,225,True,400.9
manX,972,0.13,0.20600000000000002,1.728920,1.3149,306,True,422.4
secF,972,0.13,0.096,3.559324,1.8866,151,True,248.9
yfbL,972,0.13,0.0,0.630637,0.7941,47,True,52.0
waaN,972,0.13,0.0,2.478571,1.5743,242,True,325.1
arnC,969,0.13,0.0,2.936621,1.7137,145,True,187.6
astE,969,0.13,0.0,0.810281,0.9002,137,True,151.7
hcr,969,0.13,0.0,0.859909,0.9273,226,True,244.4
psd,969,0.13,0.238,1.859746,1.3637,213,True,265.2
alx,966,0.13,0.16,1.855436,1.3621,219,True,161.7
serB,969,0.13,0.122,3.593323,1.8956,179,True,277.0
birA,966,0.13,0.12,3.497458,1.8701,170,True,280.3
dusB,966,0.13,0.004,4.987648,2.2333,225,True,353.4
glk,966,0.13,0.484,1.854007,1.3616,205,True,268.2
gutQ,966,0.13,0.32999999999999996,1.447770,1.2032,160,True,246.7
iaaA,966,0.13,0.054000000000000006,2.844047,1.6864,222,True,339.3
lipA,966,0.13,0.426,2.212915,1.4876,242,True,363.2
sapB,966,0.13,0.08199999999999999,2.212967,1.4876,148,True,275.2
rbsC,966,0.13,0.088,1.819287,1.3488,271,True,481.3
trxB,966,0.13,0.306,2.295283,1.5150,178,True,229.2
wcaG,966,0.13,0.0,0.560516,0.7487,126,True,137.4
yeaX,966,0.13,0.0,0.753636,0.8681,106,True,117.1
yegV,966,0.13,0.0,0.599543,0.7743,38,True,40.4
yggF,966,0.13,0.0,1.099565,1.0486,55,True,60.2
yhbE,966,0.13,0.01,4.526861,2.1276,166,True,156.2
ycjG,966,0.13,0.144,2.164912,1.4714,233,True,445.8
hemH,963,0.13,0.20600000000000002,4.546126,2.1322,123,True,122.8
ytfF,966,0.13,0.052000000000000005,8.245692,2.8715,171,True,258.0
menC,963,0.13,0.11599999999999999,1.630919,1.2771,262,True,406.8
pfkA,963,0.13,0.38,2.213409,1.4878,263,True,384.7
tauA,963,0.13,0.0,0.531730,0.7292,33,True,34.5
stfQ,963,0.13,0.0,0.691592,0.8316,81,True,87.3
ycfS,963,0.13,0.33399999999999996,1.380745,1.1751,272,True,307.7
ybiB,963,0.13,0.374,1.676578,1.2948,215,True,334.6
yghE,963,0.13,0.0,1.075565,1.0371,231,True,261.6
accA,960,0.13,0.308,3.237525,1.7993,264,True,357.2
aes,960,0.13,0.0,1.344159,1.1594,105,True,127.1
ftsN,960,0.13,0.1,5.030683,2.2429,126,True,220.5
nrdF,960,0.13,0.0,1.375555,1.1728,258,True,309.1
pstC,960,0.13,0.092,2.687931,1.6395,193,True,290.7
srlE,960,0.13,0.0,0.625213,0.7907,58,True,61.9
ssuA,960,0.13,0.0,0.550789,0.7422,88,True,94.5
rluC,960,0.13,0.238,1.947403,1.3955,237,True,466.5
waaC,960,0.13,0.0,2.126218,1.4582,124,True,149.3
yidZ,960,0.13,0.06999999999999999,1.976568,1.4059,161,True,241.3
yibQ,960,0.13,0.1,2.849648,1.6881,180,True,267.8
fepB,957,0.13,0.302,1.581815,1.2577,151,True,216.1
fecD,957,0.13,0.0,1.201036,1.0959,226,True,266.7
nrfD,957,0.13,0.0,0.969454,0.9846,51,True,54.4
paoD,957,0.13,0.0,0.789641,0.8886,112,True,125.7
paoB,957,0.13,0.0,0.666666,0.8165,128,True,136.1
ybhN,957,0.13,0.0,1.063180,1.0311,162,True,188.7
rseB,957,0.13,0.08199999999999999,3.008351,1.7345,204,True,335.3
yfjH,957,0.13,0.0,1.047753,1.0236,147,True,160.2
yjiA,957,0.13,0.20800000000000002,2.756402,1.6602,153,True,262.4
yqhC,957,0.13,0.27,2.572632,1.6039,215,True,376.7
ytfQ,957,0.13,0.0,1.602606,1.2659,157,True,183.3
fabH,954,0.13,0.156,1.900515,1.3786,193,True,296.6
fecR,954,0.13,0.10200000000000001,1.776029,1.3327,189,True,306.7
flgL,954,0.13,0.0,1.755536,1.3250,199,True,237.3
lsrR,954,0.13,0.0,0.861717,0.9283,193,True,218.7
ompT,954,0.13,0.51,1.480974,1.2170,120,True,173.0
metR,954,0.13,0.26,1.328277,1.1525,251,True,415.3
potH,954,0.13,0.0,1.405109,1.1854,231,True,265.1
talB,954,0.13,0.506,2.145641,1.4648,171,True,191.7
ybeF,954,0.13,0.0,1.160711,1.0774,191,True,197.2
ybhD,954,0.13,0.0,1.006876,1.0034,102,True,118.6
cbl,951,0.13,0.0,1.688075,1.2993,132,True,156.7
coaA,951,0.13,0.236,2.290822,1.5135,204,True,310.1
corA,951,0.13,0.148,3.546363,1.8832,227,True,206.9
ispH,951,0.13,0.20400000000000001,2.916317,1.7077,146,True,209.3
gshB,951,0.13,0.33999999999999997,1.844133,1.3580,170,True,238.0
mhpF,951,0.13,0.0,0.956000,0.9778,93,True,101.8
miaA,951,0.13,0.016,2.805515,1.6750,192,True,376.3
paaX,951,0.13,0.21000000000000002,1.643787,1.2821,193,True,320.9
uspE,951,0.13,0.21800000000000003,3.800530,1.9495,250,True,237.7
talA,951,0.13,0.0,1.011246,1.0056,282,True,309.1
yahI,951,0.13,0.0,0.728338,0.8534,80,True,86.7
cyoA,948,0.13,0.132,2.037589,1.4274,273,True,394.2
dusC,948,0.13,0.08,1.591846,1.2617,237,True,377.6
hyfC,948,0.13,0.0,0.467907,0.6840,75,True,79.2
fmt,948,0.13,0.182,17.809759,4.2202,149,True,234.2
prs,948,0.13,0.284,4.701191,2.1682,103,True,153.1
ydjH,948,0.13,0.0,0.586961,0.7661,86,True,90.3
yneF,948,0.13,0.006,2.464134,1.5698,188,True,237.1
treR,948,0.13,0.266,2.042135,1.4290,229,True,368.5
mhpB,945,0.13,0.0,1.022750,1.0113,47,True,55.8
leuO,945,0.13,0.0,0.846679,0.9202,113,True,118.5
nikB,945,0.13,0.0,1.046073,1.0228,190,True,201.7
ydgH,945,0.13,0.504,2.762431,1.6621,180,True,259.8
